Date,ID,Net Kwh,DailyGenerations,EnphaseNetKwh,,EnphaseNetKwh,,,
9/1/2015,1,12,12,,,,,,
9/2/2015,2,24,12,,,,,,
9/3/2015,3,35,11,,,,,,
9/4/2015,4,46,11,,,,,,
9/5/2015,5,58,12,,,,,,
9/6/2015,6,70,12,,,,,,
9/7/2015,7,82,12,,,,,,
9/8/2015,8,94,12,,,,,,
9/9/2015,9,105,11,,,,,,
9/10/2015,10,115,10,,,,,,
9/11/2015,11,126,11,,,,,,
9/12/2015,12,131,5,,,,,,
9/13/2015,13,140,9,,,,,,
9/14/2015,14,145,5,,,,,,
9/15/2015,15,155,10,,,,,,
9/16/2015,16,161,6,,,,,,
9/17/2015,17,172,11,,,,,,
9/18/2015,18,183,11,,,,,,
9/19/2015,19,195,12,,,,,,
9/20/2015,20,206,11,,,,,,
9/21/2015,21,217,11,,,,,,
9/22/2015,22,224,7,,,,,,
9/23/2015,23,236,12,,,,,,
9/24/2015,24,244,8,,,,,,
9/25/2015,25,255,11,,,,,,
9/26/2015,26,266,11,,,,,,
9/27/2015,27,274,8,,,,,,
9/28/2015,28,284,10,,,,,,
9/29/2015,29,292,8,,,,,,
9/30/2015,30,294,2,,,,,,
10/1/2015,31,303,9,,,,,,
10/2/2015,32,314,11,,,,,,
10/3/2015,33,325,11,,,,,,
10/4/2015,34,335,10,,,,,,
10/5/2015,35,345,10,,,,,,
10/6/2015,36,355,10,,,,,,
10/7/2015,37,365,10,,,,,,
10/8/2015,38,374,9,,,,,,
10/9/2015,39,384,10,,,,,,
10/10/2015,40,393,9,,,,,,
10/11/2015,41,403,10,,,,,,
10/12/2015,42,412,9,,,,,,
10/13/2015,43,421,9,,,,,,
10/14/2015,44,430,9,,,,,,
10/15/2015,45,435,5,,,,,,
10/16/2015,46,444,9,,,,,,
10/17/2015,47,448,4,,,,,,
10/18/2015,48,457,9,,,,,,
10/19/2015,49,466,9,,,,,,
10/20/2015,50,475,9,,,,,,
10/21/2015,51,484,9,,,,,,
10/22/2015,52,493,9,,,,,,
10/23/2015,53,499,6,,,,,,
10/24/2015,54,506,7,,,,,,
10/25/2015,55,515,9,,,,,,
10/26/2015,56,523,8,,,,,,
10/27/2015,57,525,2,,,,,,
10/28/2015,58,533,8,,,,,,
10/29/2015,59,542,9,,,,,,
10/30/2015,60,550,8,,,,,,
10/31/2015,61,558,8,565,,264,,,
11/1/2015,62,562,4,,,,,,
11/2/2015,63,571,6,578,,,,,
11/3/2015,64,579,8,586,7,,,,
11/4/2015,65,588,9,595,7,,,,
11/5/2015,66,595,7,601,6,,,,
11/6/2015,67,603,8,611,8,,,,
11/7/2015,68,611,8,616,5,,,,
11/8/2015,69,615,4,619,4,,,,
11/9/2015,70,619,4,627,8,,,,
11/10/2015,71,627,8,635,8,,,,
11/11/2015,72,635,8,643,8,,,,
11/12/2015,73,643,8,651,8,,,,
11/13/2015,74,650,7,658,8,,,,
11/14/2015,75,658,8,666,8,,,,
11/15/2015,76,665,7,673,8,,,,
11/16/2015,77,673,8,682,9,,,,
11/17/2015,78,680,7,688,8,,,,
11/18/2015,79,687,7,696,9,,,,
11/19/2015,80,694,7,703,9,,,,
11/20/2015,81,701,7,710,9,,,,
11/21/2015,82,707,6,716,9,,,,
11/22/2015,83,713,6,722,9,,,,
11/23/2015,84,715,2,724,9,,,,
11/24/2015,85,720,5,729,9,,,,
11/25/2015,86,727,7,736,9,,,,
11/26/2015,87,735,8,744,9,,,,
11/27/2015,88,742,7,751,9,,,,
11/28/2015,89,750,8,759,9,,,,
11/29/2015,90,757,7,766,9,,,,
11/30/2015,91,759,2,768,9,,,,
12/1/2015,92,766,7,775,9,,,,
12/2/2015,93,770,4,779,9,,,,
12/3/2015,94,771,1,780,9,,,,
12/4/2015,95,778,7,787,9,,,,
12/5/2015,96,781,3,791,10,,,,
12/6/2015,97,783,2,792,9,,,,
12/7/2015,98,786,3,796,10,,,,
12/8/2015,99,788,2,798,10,,,,
12/9/2015,100,790,2,800,10,,,,
12/10/2015,101,795,5,805,10,,,,
12/11/2015,102,801,6,811,10,,,,
12/12/2015,103,806,5,816,10,,,,
12/13/2015,104,809,3,819,10,,,,
12/14/2015,105,816,7,826,10,,,,
12/15/2015,106,823,7,833,10,,,,
12/16/2015,107,830,7,840,10,,,,
12/17/2015,108,834,4,844,10,,,,
12/18/2015,109,836,2,846,10,,,,
12/19/2015,110,842,6,852,10,,,,
12/20/2015,111,844,2,854,10,,,,
12/21/2015,112,844,0,854,10,,,,
12/22/2015,113,847,3,857,10,,,,
12/23/2015,114,854,7,864,10,,,,
12/24/2015,115,857,3,868,11,,,,
12/25/2015,116,864,7,875,11,,,,
12/26/2015,117,871,7,882,11,,,,
12/27/2015,118,875,4,886,11,,,,
12/28/2015,119,879,4,890,11,,,,
12/29/2015,120,886,7,897,11,,,,
12/30/2015,121,888,2,899,11,,,,
12/31/2015,122,895,7,906,11,,,,
1/1/2016,123,902,7,913,11,,,,
1/2/2016,124,905,3,916,11,,,,
1/3/2016,125,908,3,920,12,,,,
1/4/2016,126,911,3,923,12,,,,
1/5/2016,127,913,2,924,11,,,,
1/6/2016,128,915,2,927,12,,,,
1/7/2016,129,921,6,932,11,,,,
1/8/2016,130,924,3,935,11,,,,
1/9/2016,131,925,1,937,12,,,,
1/10/2016,132,928,3,940,12,,,,
1/11/2016,133,932,4,943,11,,,,
1/12/2016,134,936,4,947,11,,,,
1/13/2016,135,942,6,954,12,,,,
1/14/2016,136,944,2,956,12,,,,
1/15/2016,137,950,6,962,12,,,,
1/16/2016,138,952,2,963,11,,,,
1/17/2016,139,952,0,964,12,,,,
1/18/2016,140,955,3,967,12,,,,
1/19/2016,141,958,3,970,12,,,,
1/20/2016,142,964,6,976,12,,,,
1/21/2016,143,968,4,980,12,,,,
1/22/2016,144,969,1,981,12,,,,
1/23/2016,145,975,6,987,12,,,,
1/24/2016,146,982,7,994,12,,,,
1/25/2016,147,987,5,999,12,,,,
1/26/2016,148,994,7,1006,12,1.01,1.01,,
1/27/2016,149,1002,8,1014,12,1.01,1.01,,
1/28/2016,150,1005,3,1017,12,1.02,1.02,,
1/29/2016,151,1006,1,1018,12,1.02,1.02,,
1/30/2016,152,1012,6,1024,12,1.02,1.02,,
1/31/2016,153,1021,9,1033,12,1.03,1.03,,
2/1/2016,154,1030,9,1042,12,1.04,1.04,,
2/2/2016,155,1036,6,1048,12,1.05,1.05,,
2/3/2016,156,1041,5,1053,12,1.05,1.05,,
2/4/2016,157,1048,7,1060,12,1.06,1.06,,
2/5/2016,158,1056,8,1068,12,1.07,1.07,,
2/6/2016,159,1063,7,1075,12,1.08,1.08,,
2/7/2016,160,1072,9,1085,13,1.09,1.09,,
2/8/2016,161,1081,9,1094,13,1.09,1.09,,
2/9/2016,162,1087,6,1100,13,1.1,1.1,,
2/10/2016,163,1095,8,1108,13,1.11,1.11,,
2/11/2016,164,1102,7,1115,13,1.12,1.12,,
2/12/2016,165,1110,8,1123,13,1.12,1.12,,
2/13/2016,166,1119,9,1132,13,1.13,1.13,,
2/14/2016,167,1127,8,1140,13,1.14,1.14,,
2/15/2016,168,1135,9,1148,13,1.15,1.15,,
2/16/2016,169,1144,9,1157,13,1.16,1.16,,
2/17/2016,170,1148,4,1161,13,1.16,1.16,,
2/18/2016,171,1156,8,1169,13,1.17,1.17,,
2/19/2016,172,1159,3,1172,13,1.17,1.17,,
2/20/2016,173,1168,9,1181,13,1.18,1.18,,
2/21/2016,174,1178,10,1191,13,1.19,1.19,,
2/22/2016,175,1187,9,1201,14,1.2,1.2,,
2/23/2016,176,1196,9,1210,14,1.21,1.21,,
2/24/2016,177,1206,10,1220,14,1.22,1.22,,
2/25/2016,178,1215,9,1229,14,1.23,1.23,,
2/26/2016,179,1224,9,1239,15,1.24,1.24,,
2/27/2016,180,1233,9,1248,15,1.25,1.25,,
2/28/2016,181,1239,6,1254,15,1.25,1.25,,
2/29/2016,182,1249,10,1264,15,1.26,1.26,,
3/1/2016,183,1259,10,1274,15,1.27,1.27,,
3/2/2016,184,1267,8,1282,15,1.28,1.28,,
3/3/2016,185,1270,3,1285,15,1.29,1.29,,
3/4/2016,186,1271,1,1286,15,1.29,1.29,,
3/5/2016,187,1273,2,1288,15,1.29,1.29,,
3/6/2016,188,1278,5,1293,15,1.29,1.29,,
3/7/2016,189,1284,6,1299,15,1.3,1.3,,
3/8/2016,190,1289,5,1304,15,1.3,1.3,,
3/9/2016,191,1292,3,1307,15,1.31,1.31,,
3/10/2016,192,1293,1,1308,15,1.31,1.31,,
3/11/2016,193,1297,4,1312,15,1.31,1.31,,
3/12/2016,194,1300,3,1315,15,1.32,1.32,,
3/13/2016,195,1301,1,1316,15,1.32,1.32,,
3/14/2016,196,1311,10,1326,15,1.33,1.33,,
3/15/2016,197,1322,11,1337,15,1.34,1.34,,
3/16/2016,198,1333,11,1348,15,1.35,1.35,,
3/17/2016,199,1344,11,1359,15,1.36,1.36,,
3/18/2016,200,1354,10,1369,15,1.37,1.37,,
3/19/2016,201,1363,9,1378,15,,1.38,,
3/20/2016,202,1367,4,1382,15,,1.38,,
3/21/2016,203,1371,4,1386,15,,1.39,,
3/22/2016,204,1382,11,1397,15,,1.4,,
3/23/2016,205,1393,11,1408,15,,1.41,,
3/24/2016,206,1405,12,1421,16,,1.42,,
3/25/2016,207,1417,12,1434,17,1.43,1.43,,
3/26/2016,208,1428,11,1445,17,1.45,1.45,,
3/27/2016,209,1438,10,1455,17,1.46,1.46,,
3/28/2016,210,1449,11,1467,18,1.47,1.47,,
3/29/2016,211,1461,12,1479,18,1.48,1.48,,
3/30/2016,212,1473,12,1492,19,1.49,1.49,,
3/31/2016,213,1485,12,1504,19,1.5,1.5,,
4/1/2016,214,1496,11,1515,19,1.52,1.52,,
4/2/2016,215,1508,12,1527,19,1.53,1.53,,
4/3/2016,216,1519,11,1538,19,1.54,1.54,,
4/4/2016,217,1531,12,1550,19,1.55,1.55,,
4/5/2016,218,1543,12,1562,19,1.56,1.56,,
4/6/2016,219,1554,11,1573,19,1.57,1.57,,
4/7/2016,220,1563,9,1582,19,1.58,1.58,,
4/8/2016,221,1567,4,1586,19,1.59,1.59,,
4/9/2016,222,1570,3,1589,19,1.59,1.59,,
4/10/2016,223,1574,4,1593,19,1.59,1.59,,
4/11/2016,224,1583,9,1602,19,1.6,1.6,,
4/12/2016,225,1593,10,1612,19,1.61,1.61,,
4/13/2016,226,1605,12,1624,19,1.62,1.62,,
4/14/2016,227,1617,12,1636,19,1.64,1.64,,
4/15/2016,228,1630,13,1649,19,1.65,1.65,,
4/16/2016,229,1643,13,1662,19,1.66,1.66,,
4/17/2016,230,1655,12,1674,19,1.67,1.67,,
4/18/2016,231,1667,12,1686,19,1.69,1.69,,
4/19/2016,232,1675,8,1694,19,1.69,1.69,,
4/20/2016,233,1687,12,1706,19,1.71,1.71,,
4/21/2016,234,1696,9,1715,19,1.72,1.72,,
4/22/2016,235,1704,8,1722,18,1.72,1.72,,
4/23/2016,236,1716,12,1735,19,1.74,1.74,,
4/24/2016,237,1729,13,1748,19,1.75,1.75,,
4/25/2016,238,1742,13,1761,19,1.76,1.76,,
4/26/2016,239,1754,12,1773,19,1.77,1.77,,
4/27/2016,240,1762,8,1781,19,1.78,1.78,,
4/28/2016,241,1775,13,1795,20,1.8,1.8,,
4/29/2016,242,1788,13,1808,20,1.81,1.81,,
4/30/2016,243,1801,13,1821,20,1.82,1.82,,
5/1/2016,244,1813,12,1833,20,1.83,1.83,,
5/2/2016,245,1826,13,1846,20,1.85,1.85,,
5/3/2016,246,1835,9,1855,20,1.86,1.86,,
5/4/2016,247,1845,10,1865,20,1.87,1.87,,
5/5/2016,248,1852,7,1872,20,1.87,1.87,,
5/6/2016,249,1854,2,1875,21,1.88,1.88,,
5/7/2016,250,1857,3,1878,21,1.88,1.88,,
5/8/2016,251,1867,10,1888,21,1.89,1.89,,
5/9/2016,252,1879,12,1900,21,1.9,1.9,,
5/10/2016,253,1892,13,1915,23,1.92,1.92,,
5/11/2016,254,1906,14,1929,23,1.93,1.93,,
5/12/2016,255,1919,13,1942,23,1.94,1.94,,
5/13/2016,256,1932,13,1954,22,1.95,1.95,,
5/14/2016,257,1943,11,1965,22,1.97,1.97,,
5/15/2016,258,1956,13,1978,22,1.98,1.98,,
5/16/2016,259,1970,14,1991,21,1.99,1.99,,
5/17/2016,260,1982,12,2005,23,2.01,2.01,,
5/18/2016,261,1995,13,2018,23,2.02,2.02,,
5/19/2016,262,2007,12,2030,23,2.03,2.03,,
5/20/2016,263,2019,12,2042,23,2.04,2.04,,
5/21/2016,264,2030,11,2053,23,2.05,2.05,,
5/22/2016,265,2039,9,2062,23,2.06,2.06,,
5/23/2016,266,2051,12,2074,23,2.07,2.07,,
5/24/2016,267,2057,6,2080,23,2.08,2.08,,
5/25/2016,268,2065,8,2088,23,2.09,2.09,,
5/26/2016,269,2079,14,2102,23,2.1,2.1,,
5/27/2016,270,2092,13,2115,23,2.12,2.12,,
5/28/2016,271,2104,12,2127,23,2.13,2.13,,
5/29/2016,272,2117,13,2140,23,2.14,2.14,,
5/30/2016,273,2130,13,2153,23,2.15,2.15,,
5/31/2016,274,2143,13,2166,23,2.17,2.17,,
6/1/2016,275,2157,14,2180,23,2.18,2.18,,
6/2/2016,276,2170,13,2195,25,2.2,2.2,,
6/3/2016,277,2183,13,2208,25,2.21,2.21,,
6/4/2016,278,2193,10,2218,25,2.22,2.22,,
6/5/2016,279,2207,14,2232,25,2.23,2.23,,
6/6/2016,280,2220,13,2245,25,2.25,2.25,,
6/7/2016,281,2231,11,2256,25,2.26,2.26,,
6/8/2016,282,2243,12,2268,25,2.27,2.27,,
6/9/2016,283,2252,9,2277,25,2.28,2.28,,
6/10/2016,284,2263,11,2288,25,2.29,2.29,,
6/11/2016,285,2275,12,2300,25,2.3,2.3,,
6/12/2016,286,2288,13,2313,25,2.31,2.31,,
6/13/2016,287,2303,15,2328,25,2.33,2.33,,
6/14/2016,288,2315,12,2340,25,2.34,2.34,,
6/15/2016,289,2328,13,2353,25,2.35,2.35,,
6/16/2016,290,2341,13,2366,25,2.37,2.37,,
6/17/2016,291,2348,7,2373,25,2.37,2.37,,
6/18/2016,292,2361,13,2386,25,2.39,2.39,,
6/19/2016,293,2373,12,2398,25,2.4,2.4,,
6/20/2016,294,2385,12,2410,25,2.41,2.41,,
6/21/2016,295,2398,13,2425,27,2.43,2.43,,
6/22/2016,296,2412,14,2439,27,2.44,2.44,,
6/23/2016,297,2424,12,2451,27,2.45,2.45,,
6/24/2016,298,2438,14,2465,27,2.47,2.47,,
6/25/2016,299,2451,13,2478,27,2.48,2.48,,
6/26/2016,300,2463,12,2490,27,2.49,2.49,,
6/27/2016,301,2475,12,2502,27,2.5,2.5,,
6/28/2016,302,2488,13,2515,27,2.52,2.52,,
6/29/2016,303,2501,13,2528,27,2.53,2.53,,
6/30/2016,304,2514,13,2541,27,2.54,2.54,,
7/1/2016,305,2527,13,2555,28,2.56,2.56,,
7/2/2016,306,2539,12,2567,28,2.57,2.57,,
7/3/2016,307,2553,14,2581,28,2.58,2.58,,
7/4/2016,308,2566,13,2595,29,2.6,2.6,,
7/5/2016,309,2578,12,2607,29,2.61,2.61,,
7/6/2016,310,2588,10,2617,29,2.62,2.62,,
7/7/2016,311,2594,6,2623,29,2.62,2.62,,
7/8/2016,312,2607,13,2636,29,2.64,2.64,,
7/9/2016,313,2620,13,2649,29,2.65,2.65,,
7/10/2016,314,2633,13,2662,29,2.66,2.66,,
7/11/2016,315,2646,13,2675,29,2.68,2.68,,
7/12/2016,316,2659,13,2688,29,2.69,2.69,,
7/13/2016,317,2672,13,2701,29,2.7,2.7,,
7/14/2016,318,2685,13,2715,30,2.72,2.72,,
7/15/2016,319,2698,13,2728,30,2.73,2.73,,
7/16/2016,320,2711,13,2741,30,2.74,2.74,,
7/17/2016,321,2721,10,2751,30,2.75,2.75,,
7/18/2016,322,2732,11,2762,30,2.76,2.76,,
7/19/2016,323,2744,12,2775,31,2.78,2.78,,
7/20/2016,324,2757,13,2788,31,2.79,2.79,,
7/21/2016,325,2770,13,2801,31,2.8,2.8,,
7/22/2016,326,2783,13,2814,31,2.81,2.81,,
7/23/2016,327,2795,12,2826,31,2.83,2.83,,
7/24/2016,328,2808,13,2839,31,2.84,2.84,,
7/25/2016,329,2821,13,2852,31,2.85,2.85,,
7/26/2016,330,2833,12,2864,31,2.86,2.86,,
7/27/2016,331,2845,12,2876,31,2.88,2.88,,
7/28/2016,332,2857,12,2888,31,2.89,2.89,,
7/29/2016,333,2869,12,2900,31,2.9,2.9,,
7/30/2016,334,2882,13,2913,31,2.91,2.91,,
7/31/2016,335,2895,13,2926,31,2.93,2.93,,
8/1/2016,336,2908,13,2939,31,2.94,2.94,,
8/2/2016,337,2921,13,2952,31,2.95,2.95,,
8/3/2016,338,2933,12,2965,32,2.97,2.97,,
8/4/2016,339,2939,6,2971,32,2.97,2.97,,
8/5/2016,340,2950,11,2982,32,2.98,2.98,,
8/6/2016,341,2961,11,2993,32,3,2.99,,
8/7/2016,342,2974,13,3006,32,3.01,3.01,,
8/8/2016,343,2987,13,3019,32,3.02,3.02,,
8/9/2016,344,2999,12,3031,32,3.03,3.03,,
8/10/2016,345,3012,13,3045,33,3.05,3.05,,
8/11/2016,346,3024,12,3057,33,3.06,3.06,,
8/12/2016,347,3036,12,3069,33,3.07,3.07,,
8/13/2016,348,3048,12,3081,33,3.08,3.08,,
8/14/2016,349,3060,12,3093,33,3.09,3.09,,
8/15/2016,350,3072,12,3105,33,3.11,3.11,,
8/16/2016,351,3084,12,3117,33,3.12,3.12,,
8/17/2016,352,3096,12,3129,33,3.13,3.13,,
8/18/2016,353,3107,11,3140,33,3.14,3.14,,
8/19/2016,354,3119,12,3153,34,3.15,3.15,,
8/20/2016,355,3130,11,3165,35,3.17,3.17,,
8/21/2016,356,3140,10,3175,35,3.18,3.18,,
8/22/2016,357,3150,10,3185,35,3.19,3.19,,
8/23/2016,358,3161,11,3196,35,3.2,3.2,,
8/24/2016,359,3172,11,3207,35,3.21,3.21,,
8/25/2016,360,3182,10,3217,35,3.22,3.22,,
8/26/2016,361,3193,11,3228,35,3.23,3.23,,
8/27/2016,362,3204,11,3239,35,3.24,3.24,,
8/28/2016,363,3215,11,3250,35,3.25,3.25,,
8/29/2016,364,3226,11,3261,35,3.26,3.26,,
8/30/2016,365,3238,12,3273,35,3.27,3.27,,
8/31/2016,366,3249,11,3284,35,3.28,3.28,,
9/1/2016,367,3256,7,3291,35,3.29,3.29,,
9/2/2016,368,3267,11,3302,35,3.3,3.3,,
9/3/2016,369,3274,7,3309,35,3.31,3.31,,
9/4/2016,370,3285,11,3320,35,3.32,3.32,,
9/5/2016,371,3296,11,3331,35,3.33,3.33,,
9/6/2016,372,3306,10,3341,35,3.34,3.34,,
9/7/2016,373,3317,11,3353,36,3.35,3.35,,
9/8/2016,374,3328,11,3365,37,3.37,3.37,,
9/9/2016,375,3338,10,3375,37,3.38,3.38,,
9/10/2016,376,3349,11,3386,37,3.39,3.39,,
9/11/2016,377,3359,10,3396,37,3.4,3.4,,
9/12/2016,378,3365,6,3402,37,3.4,3.4,,
9/13/2016,379,3375,10,3412,37,3.41,3.41,,
9/14/2016,380,3385,10,3422,37,3.42,3.42,,
9/15/2016,381,3397,12,3435,38,3.44,3.44,,
9/16/2016,382,3407,10,3445,38,3.45,3.45,,
9/17/2016,383,3418,11,3456,38,3.46,3.46,,
9/18/2016,384,3428,10,3466,38,3.47,3.47,,
9/19/2016,385,3437,9,3475,38,3.48,3.48,,
9/20/2016,386,3447,10,3485,38,3.49,3.49,,
9/21/2016,387,3458,11,3496,38,3.5,3.5,,
9/22/2016,388,3468,10,3506,38,3.51,3.51,,
9/23/2016,389,3478,10,3516,38,3.52,3.52,,
9/24/2016,390,3488,10,3526,38,3.53,3.53,,
9/25/2016,391,3497,9,3535,38,3.54,3.54,,
9/26/2016,392,3507,10,3545,38,3.55,3.55,,
9/27/2016,393,3517,10,3555,38,3.56,3.56,,
9/28/2016,394,3527,10,3565,38,3.57,3.57,,
9/29/2016,395,3536,9,3575,39,3.57,3.58,,
9/30/2016,396,3545,9,3585,40,3.59,3.59,,
10/1/2016,397,3555,10,3595,40,3.6,3.6,,
10/2/2016,398,3564,9,3604,40,3.6,3.6,,
10/3/2016,399,3567,3,3607,40,3.61,3.61,,
10/4/2016,400,3576,9,3616,40,3.62,3.62,,
10/5/2016,401,3586,10,3626,40,3.63,3.63,,
10/6/2016,402,3595,9,3635,40,3.64,3.64,,
10/7/2016,403,3605,10,3645,40,3.65,3.65,,
10/8/2016,404,3614,9,3654,40,3.65,3.65,,
10/9/2016,405,3624,10,3664,40,3.66,3.66,,
10/10/2016,406,3633,9,3673,40,3.67,3.67,,
10/11/2016,407,3641,8,3681,40,3.68,3.68,,
10/12/2016,408,3648,7,3688,40,3.69,3.69,,
10/13/2016,409,3655,7,3695,40,3.7,3.7,,
10/14/2016,410,3656,1,3696,40,3.7,3.7,,
10/15/2016,411,3660,4,3700,40,3.7,3.7,,
10/16/2016,412,3662,2,3702,40,3.7,3.7,,
10/17/2016,413,3671,9,3711,40,3.71,3.71,,
10/18/2016,414,3680,9,3720,40,3.72,3.72,,
10/19/2016,415,3689,9,3729,40,3.73,3.73,,
10/20/2016,416,3698,9,3738,40,3.74,3.74,,
10/21/2016,417,3707,9,3747,40,3.75,3.75,,
10/22/2016,418,3714,7,3755,41,3.76,3.76,,
10/23/2016,419,3723,9,3764,41,3.76,3.76,,
10/24/2016,420,3725,2,3766,41,3.77,3.77,,
10/25/2016,421,3727,2,3768,41,3.77,3.77,,
10/26/2016,422,3736,9,3777,41,3.78,3.78,,
10/27/2016,423,3737,1,3778,41,3.78,3.78,,
10/28/2016,424,3741,4,3782,41,3.78,3.78,,
10/29/2016,425,3749,8,3790,41,3.79,3.79,,
10/30/2016,426,3754,5,3795,41,3.8,3.8,,
10/31/2016,427,3759,5,3800,41,3.8,3.8,,
11/1/2016,428,3767,8,3808,41,3.81,3.81,,
11/2/2016,429,3775,8,3816,41,3.82,3.82,,
11/3/2016,430,3783,8,3825,42,3.83,3.83,,
11/4/2016,431,3791,8,3833,42,3.83,3.83,,
11/5/2016,432,3798,7,3840,42,3.84,3.84,,
11/6/2016,433,3802,4,3845,43,3.85,3.85,,
11/7/2016,434,3807,5,3850,43,3.85,3.85,,
11/8/2016,435,3814,7,3857,43,3.86,3.86,,
11/9/2016,436,3822,8,3864,42,3.86,3.86,,
11/10/2016,437,3828,6,3871,43,3.87,3.87,,
11/11/2016,438,3832,4,3874,42,3.87,3.87,,
11/12/2016,439,3839,7,3881,42,3.88,3.88,,
11/13/2016,440,3846,7,3888,42,3.89,3.89,,
11/14/2016,441,3852,6,3895,43,3.9,3.9,,
11/15/2016,442,3853,1,3896,43,3.9,3.9,,
11/16/2016,443,3861,8,3904,43,3.9,3.9,,
11/17/2016,444,3868,7,3911,43,3.91,3.91,,
11/18/2016,445,3875,7,3918,43,3.92,3.92,,
11/19/2016,446,3876,1,3919,43,3.92,3.92,,
11/20/2016,447,3878,2,3921,43,3.92,3.92,,
11/21/2016,448,3884,6,3927,43,3.93,3.93,,
11/22/2016,449,3889,5,3932,43,3.93,3.93,,
11/23/2016,450,3895,6,3938,43,3.94,3.94,,
11/24/2016,451,3901,6,3945,44,3.95,3.95,,
11/25/2016,452,3905,4,3949,44,3.95,3.95,,
11/26/2016,453,3911,6,3955,44,3.96,3.96,,
11/27/2016,454,3913,2,3957,44,3.96,3.96,,
11/28/2016,455,3918,5,3962,44,3.96,3.96,,
11/29/2016,456,3925,7,3969,44,3.97,3.97,,
11/30/2016,457,3927,2,3971,44,3.97,3.97,,
12/1/2016,458,3934,7,3978,44,3.98,3.98,,
12/2/2016,459,3941,7,3985,44,3.99,3.99,,
12/3/2016,460,3947,6,3991,44,3.99,3.99,,
12/4/2016,461,3952,5,3996,44,4,4,,
12/5/2016,462,3954,2,3998,44,4,4,,
12/6/2016,463,3959,5,4003,44,4,4,,
12/7/2016,464,3961,2,4005,44,4.01,4.01,,
12/8/2016,465,3962,1,4006,44,4.01,4.01,,
12/9/2016,466,3964,2,4008,44,4.01,4.01,,
12/10/2016,467,3965,1,4009,44,4.01,4.01,,
12/11/2016,468,3968,3,4012,44,4.01,4.01,,
12/12/2016,469,3971,3,4015,44,4.02,4.02,,
12/13/2016,470,3973,2,4017,44,4.02,4.02,,
12/14/2016,471,3975,2,4019,44,4.02,4.02,,
12/15/2016,472,3975,0,4019,44,4.02,4.02,,
12/16/2016,473,3982,7,4026,44,4.03,4.03,,
12/17/2016,474,3989,7,4033,44,4.03,4.03,,
12/18/2016,475,3995,6,4039,44,4.04,4.04,,
12/19/2016,476,4002,7,4046,44,4.05,4.05,,
12/20/2016,477,4007,5,4052,45,4.05,4.05,,
12/21/2016,478,4012,5,4057,45,4.06,4.06,,
12/22/2016,479,4020,8,4065,45,4.07,4.07,,
12/23/2016,480,4021,1,4066,45,4.07,4.07,,
12/24/2016,481,4028,7,4073,45,4.07,4.07,,
12/25/2016,482,4033,5,4078,45,4.08,4.08,,
12/26/2016,483,4039,6,4084,45,4.08,4.08,,
12/27/2016,484,4044,5,4089,45,4.09,4.09,,
12/28/2016,485,4051,7,4096,45,4.1,4.1,,
12/29/2016,486,4057,6,4102,45,4.1,4.1,,
12/30/2016,487,4063,6,4108,45,4.11,4.11,,
12/31/2016,488,4067,4,4112,45,4.11,4.11,,
1/1/2017,489,4073,6,4118,45,4.12,4.12,,
1/2/2017,490,4077,4,4122,45,4.12,4.12,,
1/3/2017,491,4078,1,4123,45,4.12,4.12,,
1/4/2017,492,4078,0,4123,45,4.12,4.12,,
1/5/2017,493,4085,7,4130,45,4.13,4.13,,
1/6/2017,494,4090,5,4135,45,4.14,4.14,,
1/7/2017,495,4091,1,4136,45,4.14,4.14,,
1/8/2017,496,4091,0,4136,45,4.14,4.14,,
1/9/2017,497,4093,2,4138,45,4.14,4.14,,
1/10/2017,498,4094,1,4139,45,4.14,4.14,,
1/11/2017,499,4097,3,4142,45,4.14,4.14,,
1/12/2017,500,4100,3,4145,45,4.15,4.15,,
1/13/2017,501,4107,7,4152,45,4.15,4.15,,
1/14/2017,502,4114,7,4159,45,4.16,4.16,,
1/15/2017,503,4121,7,4166,45,4.17,4.17,,
1/16/2017,504,4128,7,4173,45,4.17,4.17,,
1/17/2017,505,4134,6,4179,45,4.18,4.18,,
1/18/2017,506,4135,1,4180,45,4.18,4.18,,
1/19/2017,507,4140,5,4185,45,4.19,4.19,,
1/20/2017,508,4144,4,4189,45,4.19,4.19,,
1/21/2017,509,4146,2,4191,45,4.19,4.19,,
1/22/2017,510,4149,3,4195,46,4.2,4.2,,
1/23/2017,511,4154,5,4200,46,4.2,4.2,,
1/24/2017,512,4162,8,4208,46,4.21,4.21,,
1/25/2017,513,4168,6,4215,47,4.22,4.22,,
1/26/2017,514,4176,8,4223,47,4.22,4.22,,
1/27/2017,515,4183,7,4230,47,4.23,4.23,,
1/28/2017,516,4191,8,4238,47,4.24,4.24,,
1/29/2017,517,4198,7,4245,47,4.25,4.25,,
1/30/2017,518,4205,7,4252,47,2.25,4.25,,
1/31/2017,519,4211,6,4258,47,4.26,4.26,,
2/1/2017,520,4212,1,4260,48,4.26,4.26,,1.49
2/2/2017,521,4215,3,4263,48,,4.26,,3.32
2/3/2017,522,4218,3,4266,48,,4.27,,2.88
2/4/2017,523,4221,3,4269,48,,4.27,,3.12
2/5/2017,524,4224,3,4272,48,,4.27,,2.87
2/6/2017,525,4225,1,4273,48,,4.27,,1.3
2/7/2017,526,4226,1,4274,48,,4.27,,1.3
