Date,ID,Net Kwh,DailyGenerations
3/28/2020,1671,13824,4
3/29/2020,1672,13832,8
3/30/2020,1673,13842,10
3/31/2020,1674,13853,11
4/1/2020,1675,13865,12
4/2/2020,1676,13877,12
4/3/2020,1677,13888,11
4/4/2020,1678,13891,3
4/5/2020,1679,13893,2
4/6/2020,1680,13896,3
4/7/2020,1681,13908,12
4/8/2020,1682,13916,8
4/9/2020,1683,13921,5
4/10/2020,1684,13931,10
4/11/2020,1685,13935,4
4/12/2020,1686,13945,10
4/13/2020,1687,13956,11
4/14/2020,1688,13968,12
4/15/2020,1689,13979,11
4/16/2020,1690,13988,9
4/17/2020,1691,13993,5
4/18/2020,1692,14004,11
4/19/2020,1693,14014,10
4/20/2020,1694,14022,8
4/21/2020,1695,14034,12
4/22/2020,1696,14045,11
4/23/2020,1697,14057,12
4/24/2020,1698,14069,12
4/25/2020,1699,14079,10
4/26/2020,1700,14091,12
4/27/2020,1701,14102,11
4/28/2020,1702,14114,12
4/29/2020,1703,14122,8
4/30/2020,1704,14134,12
5/1/2020,1705,14146,12
5/2/2020,1706,14154,8
5/3/2020,1707,14166,12
5/4/2020,1708,14178,12
5/5/2020,1709,14190,12
5/6/2020,1710,14202,12
5/7/2020,1711,14213,11
5/8/2020,1712,14225,12
5/9/2020,1713,14237,12
5/10/2020,1714,14249,12
5/11/2020,1715,14253,4
5/12/2020,1716,14265,12
5/13/2020,1717,14271,6
5/14/2020,1718,14277,6
5/15/2020,1719,14289,12
5/16/2020,1720,14301,12
5/17/2020,1721,14313,12
5/18/2020,1722,14325,12
5/19/2020,1723,14338,13
5/20/2020,1724,14349,11
5/21/2020,1725,14361,12
5/22/2020,1726,14374,13
5/23/2020,1727,14386,12
5/24/2020,1728,14398,12
5/25/2020,1729,14410,12
5/26/2020,1730,14421,11
5/27/2020,1731,14433,12
5/28/2020,1732,14446,13
5/29/2020,1733,14458,12
5/30/2020,1734,14464,6
5/31/2020,1735,14473,9
6/1/2020,1736,14485,12
6/2/2020,1737,14497,12
6/3/2020,1738,14509,12
6/4/2020,1739,14521,12
6/5/2020,1740,14528,7
6/6/2020,1741,14541,13
6/7/2020,1742,14553,12
6/8/2020,1743,14566,13
6/9/2020,1744,14579,13
6/10/2020,1745,14590,11
6/11/2020,1746,14601,11
6/12/2020,1747,14611,10
6/13/2020,1748,14624,13
6/14/2020,1749,14636,12
6/15/2020,1750,14647,11
6/16/2020,1751,14659,12
6/17/2020,1752,14671,12
6/18/2020,1753,14683,12
6/19/2020,1754,14696,13
6/20/2020,1755,14708,12
6/21/2020,1756,14720,12
6/22/2020,1757,14733,13
6/23/2020,1758,14745,12
6/24/2020,1759,14757,12
6/25/2020,1760,14770,13
6/26/2020,1761,14782,12
6/27/2020,1762,14794,12
6/28/2020,1763,14806,12
6/29/2020,1764,14818,12
6/30/2020,1765,14830,12
7/1/2020,1766,14843,13
7/2/2020,1767,14856,13
7/3/2020,1768,14868,12
7/4/2020,1769,14880,12
7/5/2020,1770,14892,12
7/6/2020,1771,14904,12
7/7/2020,1772,14916,12
7/8/2020,1773,14928,12
7/9/2020,1774,14939,11
7/10/2020,1775,14950,11
7/11/2020,1776,14962,12
7/12/2020,1777,14974,12
7/13/2020,1778,14986,12
7/14/2020,1779,14997,11
7/15/2020,1780,15009,12
7/16/2020,1781,15020,11
7/17/2020,1782,15032,12
7/18/2020,1783,15044,12
7/19/2020,1784,15056,12
7/20/2020,1785,15067,11
7/21/2020,1786,15077,10
7/22/2020,1787,15089,12
7/23/2020,1788,15100,11
7/24/2020,1789,15112,12
7/25/2020,1790,15124,12
7/26/2020,1791,15135,11
7/27/2020,1792,15147,12
7/28/2020,1793,15158,11
7/29/2020,1794,15170,12
7/30/2020,1795,15181,11
7/31/2020,1796,15192,11
8/1/2020,1797,15203,11
8/2/2020,1798,15215,12
8/3/2020,1799,15226,11
8/4/2020,1800,15235,9
8/5/2020,1801,15241,6
8/6/2020,1802,15252,11
8/7/2020,1803,15263,11
8/8/2020,1804,15275,12
8/9/2020,1805,15286,11
8/10/2020,1806,15297,11
8/11/2020,1807,15308,11
8/12/2020,1808,15319,11
8/13/2020,1809,15329,10
8/14/2020,1810,15339,10
8/15/2020,1811,15349,10
8/16/2020,1812,15358,9
8/17/2020,1813,15364,6
8/18/2020,1814,15374,10
8/19/2020,1815,15384,10
8/20/2020,1816,15395,11
8/21/2020,1817,15406,11
8/22/2020,1818,15416,10
8/23/2020,1819,15423,7
8/24/2020,1820,15432,9
8/25/2020,1821,15442,10
8/26/2020,1822,15451,9
8/27/2020,1823,15462,11
8/28/2020,1824,15472,10
8/29/2020,1825,15481,9
8/30/2020,1826,15491,10
8/31/2020,1827,15500,9
9/1/2020,1828,15508,8
9/2/2020,1829,15517,9
9/3/2020,1830,15527,10
9/4/2020,1831,15537,10
9/5/2020,1832,15546,9
9/6/2020,1833,15555,9
9/7/2020,1834,15564,9
9/8/2020,1835,15569,5
9/9/2020,1836,15569,0
9/10/2020,1837,15571,2
9/11/2020,1838,15576,5
9/12/2020,1839,15583,7
9/13/2020,1840,15590,7
9/14/2020,1841,15598,8
9/15/2020,1842,15603,5
9/16/2020,1843,15612,9
9/17/2020,1844,15623,11
9/18/2020,1845,15632,9
9/19/2020,1846,15641,9
9/20/2020,1847,15649,8
9/21/2020,1848,15659,10
9/22/2020,1849,15668,9
9/23/2020,1850,15677,9
9/24/2020,1851,15686,9
9/25/2020,1852,15695,9
9/26/2020,1853,15703,8
9/27/2020,1854,15712,9
9/28/2020,1855,15720,8
9/29/2020,1856,15728,8
9/30/2020,1857,15736,8
10/1/2020,1858,15741,5
10/2/2020,1859,15747,6
10/3/2020,1860,15754,7
10/4/2020,1861,15764,10
10/5/2020,1862,15773,9
10/6/2020,1863,15780,7
10/7/2020,1864,15787,7
10/8/2020,1865,15792,5
10/9/2020,1866,15799,7
10/10/2020,1867,15803,4
10/11/2020,1868,15811,8
10/12/2020,1869,15820,9
10/13/2020,1870,15828,8
10/14/2020,1871,15837,9
10/15/2020,1872,15845,8
10/16/2020,1873,15853,8
10/17/2020,1874,15861,8
10/18/2020,1875,15870,9
10/19/2020,1876,15878,8
10/20/2020,1877,15886,8
10/21/2020,1878,15894,8
10/22/2020,1879,15902,8
10/23/2020,1880,15910,8
10/24/2020,1881,15917,7
10/25/2020,1882,15924,7
10/26/2020,1883,15932,8
10/27/2020,1884,15940,8
10/28/2020,1885,15947,7
10/29/2020,1886,15954,7
10/30/2020,1887,15962,8
10/31/2020,1888,15969,7
11/1/2020,1889,15975,6
11/2/2020,1890,15982,7
11/3/2020,1891,15990,8
11/4/2020,1892,15997,7
11/5/2020,1893,16004,7
11/6/2020,1894,16010,6
11/7/2020,1895,16017,7
11/8/2020,1896,16023,6
11/9/2020,1897,16029,6
11/10/2020,1898,16035,6
11/11/2020,1899,16039,4
11/12/2020,1900,16045,6
11/13/2020,1901,16047,2
11/14/2020,1902,16054,7
11/15/2020,1903,16061,7
11/16/2020,1904,16067,6
11/17/2020,1905,16069,2
11/18/2020,1906,16072,3
11/19/2020,1907,16078,6
11/20/2020,1908,16085,7
11/21/2020,1909,16090,5
11/22/2020,1910,16095,5
11/23/2020,1911,16102,7
11/24/2020,1912,16108,6
11/25/2020,1913,16115,7
11/26/2020,1914,16121,6
11/27/2020,1915,16128,7
11/28/2020,1916,16134,6
11/29/2020,1917,16140,6
11/30/2020,1918,16146,6
12/1/2020,1919,16153,7
12/2/2020,1920,16158,5
12/3/2020,1921,16163,5
12/4/2020,1922,16169,6
12/5/2020,1923,16172,3
12/6/2020,1924,16177,5
12/7/2020,1925,16183,6
12/8/2020,1926,16189,6
12/9/2020,1927,16194,5
12/10/2020,1928,16200,6
12/11/2020,1929,16202,2
12/12/2020,1930,16206,4
12/13/2020,1931,16207,1
12/14/2020,1932,16213,6
12/15/2020,1933,16216,3
12/16/2020,1934,16221,5
12/17/2020,1935,16225,4
12/18/2020,1936,16231,6
12/19/2020,1937,16237,6
12/20/2020,1938,16243,6
12/21/2020,1939,16249,6
12/22/2020,1940,16255,6
12/23/2020,1941,16260,5
12/24/2020,1942,16265,5
12/25/2020,1943,16266,1
12/26/2020,1944,16271,5
12/27/2020,1945,16277,6
12/28/2020,1946,16281,4
12/29/2020,1947,16287,6
12/30/2020,1948,16293,6
12/31/2020,1949,16299,6
1/1/2021,1950,16303,4
1/2/2021,1951,16305,2
1/3/2021,1952,16306,1
1/4/2021,1953,16309,3
1/5/2021,1954,16315,6
1/6/2021,1955,16319,4
1/7/2021,1956,16324,5
1/8/2021,1957,16328,4
1/9/2021,1958,16334,6
1/10/2021,1959,16337,3
1/11/2021,1960,16343,6
1/12/2021,1961,16346,3
1/13/2021,1962,16352,6
1/14/2021,1963,16358,6
1/15/2021,1964,16364,6
1/16/2021,1965,16371,7
1/17/2021,1966,16377,6
1/18/2021,1967,16384,7
1/19/2021,1968,16391,7
1/20/2021,1969,16398,7
1/21/2021,1970,16403,5
1/22/2021,1971,16405,2
1/23/2021,1972,16412,7
1/24/2021,1973,16413,1
1/25/2021,1974,16421,8
1/26/2021,1975,16423,2
1/27/2021,1976,16425,2
1/28/2021,1977,16427,2
1/29/2021,1978,16434,7
1/30/2021,1979,16440,6
1/31/2021,1980,16445,5
2/1/2021,1981,16451,6
2/2/2021,1982,16458,7
2/3/2021,1983,16465,7
2/4/2021,1984,16473,8
2/5/2021,1985,16481,8
2/6/2021,1986,16489,8
2/7/2021,1987,16497,8
2/8/2021,1988,16502,5
2/9/2021,1989,16505,3
2/10/2021,1990,16514,9
2/11/2021,1991,16516,2
2/12/2021,1992,16524,8
2/13/2021,1993,16532,8
2/14/2021,1994,16535,3
2/15/2021,1995,16538,3
2/16/2021,1996,16544,6
2/17/2021,1997,16553,9
2/18/2021,1998,16560,7
2/19/2021,1999,16563,3
2/20/2021,2000,16570,7
2/21/2021,2001,16579,9
2/22/2021,2002,16588,9
2/23/2021,2003,16598,10
2/24/2021,2004,16607,9
2/25/2021,2005,16616,9
2/26/2021,2006,16626,10
2/27/2021,2007,16636,10
2/28/2021,2008,16645,9
3/1/2021,2009,16655,10
3/2/2021,2010,16662,7
3/3/2021,2011,16669,7
3/4/2021,2012,16679,10
3/5/2021,2013,16688,9
3/6/2021,2014,16699,11
3/7/2021,2015,16709,10
3/8/2021,2016,16716,7
3/9/2021,2017,16722,6
3/10/2021,2018,16729,7
3/11/2021,2019,16738,9
3/12/2021,2020,16748,10
3/13/2021,2021,16757,9
3/14/2021,2022,16761,4
3/15/2021,2023,16768,7
3/16/2021,2024,16779,11
3/17/2021,2025,16785,6
3/18/2021,2026,16787,2
3/19/2021,2027,16796,9
3/20/2021,2028,16808,12
3/21/2021,2029,16819,11
3/22/2021,2030,16830,11
3/23/2021,2031,16841,11
3/24/2021,2032,16851,10
3/25/2021,2033,16863,12
3/26/2021,2034,16874,11
3/27/2021,2035,16886,12
3/28/2021,2036,16897,11
3/29/2021,2037,16909,12
3/30/2021,2038,16920,11
3/31/2021,2039,16932,12
4/1/2021,2040,16943,11
4/2/2021,2041,16955,12
4/3/2021,2042,16965,10
4/4/2021,2043,16975,10
4/5/2021,2044,16979,4
4/6/2021,2045,16991,12
4/7/2021,2046,17002,11
4/8/2021,2047,17015,13
4/9/2021,2048,17027,12
4/10/2021,2049,17039,12
4/11/2021,2050,17051,12
4/12/2021,2051,17063,12
4/13/2021,2052,17074,11
4/14/2021,2053,17087,13
4/15/2021,2054,17099,12
4/16/2021,2055,17111,12
4/17/2021,2056,17124,13
4/18/2021,2057,17136,12
4/19/2021,2058,17148,12
4/20/2021,2059,17160,12
4/21/2021,2060,17171,11
4/22/2021,2061,17176,5
4/23/2021,2062,17188,12
4/24/2021,2063,17198,10
4/25/2021,2064,17204,6
4/26/2021,2065,17216,12
4/27/2021,2066,17229,13
4/28/2021,2067,17241,12
4/29/2021,2068,17254,13
4/30/2021,2069,17265,11
5/1/2021,2070,17277,12
5/2/2021,2071,17289,12
5/3/2021,2072,17302,13
5/4/2021,2073,17314,12
5/5/2021,2074,17326,12
5/6/2021,2075,17339,13
5/7/2021,2076,17352,13
5/8/2021,2077,17364,12
5/9/2021,2078,17376,12
5/10/2021,2079,17389,13
5/11/2021,2080,17402,13
5/12/2021,2081,17415,13
5/13/2021,2082,17428,13
5/14/2021,2083,17435,7
5/15/2021,2084,17444,9
5/16/2021,2085,17455,11
5/17/2021,2086,17465,10
5/18/2021,2087,17475,10
5/19/2021,2088,17488,13
5/20/2021,2089,17501,13
5/21/2021,2090,17514,13
5/22/2021,2091,17527,13
5/23/2021,2092,17539,12
5/24/2021,2093,17552,13
5/25/2021,2094,17565,13
5/26/2021,2095,17578,13
5/27/2021,2096,17591,13
5/28/2021,2097,17604,13
5/29/2021,2098,17611,7
5/30/2021,2099,17624,13
5/31/2021,2100,17636,12
6/1/2021,2101,17649,13
6/2/2021,2102,17662,13
6/3/2021,2103,17675,13
6/4/2021,2104,17688,13
6/5/2021,2105,17700,12
6/6/2021,2106,17713,13
6/7/2021,2107,17726,13
6/8/2021,2108,17740,14
6/9/2021,2109,17753,13
6/10/2021,2110,17766,13
6/11/2021,2111,17779,13
6/12/2021,2112,17792,13
6/13/2021,2113,17805,13
6/14/2021,2114,17817,12
6/15/2021,2115,17830,13
6/16/2021,2116,17842,12
6/17/2021,2117,17854,12
6/18/2021,2118,17867,13
6/19/2021,2119,17880,13
6/20/2021,2120,17893,13
6/21/2021,2121,17907,14
6/22/2021,2122,17919,12
6/23/2021,2123,17932,13
6/24/2021,2124,17945,13
6/25/2021,2125,17956,11
6/26/2021,2126,17969,13
6/27/2021,2127,17979,10
6/28/2021,2128,17991,12
6/29/2021,2129,18003,12
6/30/2021,2130,18010,7
7/1/2021,2131,18022,12
7/2/2021,2132,18035,13
7/3/2021,2133,18047,12
7/4/2021,2134,18061,14
7/5/2021,2135,18073,12
7/6/2021,2136,18085,12
7/7/2021,2137,18096,11
7/8/2021,2138,18109,13
7/9/2021,2139,18120,11
7/10/2021,2140,18133,13
7/11/2021,2141,18145,12
7/12/2021,2142,18157,12
7/13/2021,2143,18168,11
7/14/2021,2144,18181,13
7/15/2021,2145,18193,12
7/16/2021,2146,18206,13
7/17/2021,2147,18219,13
7/18/2021,2148,18231,12
7/19/2021,2149,18243,12
7/20/2021,2150,18256,13
7/21/2021,2151,18268,12
7/22/2021,2152,18281,13
7/23/2021,2153,18294,13
7/24/2021,2154,18306,12
7/25/2021,2155,18319,13
7/26/2021,2156,18331,12
7/27/2021,2157,18340,9
7/28/2021,2158,18351,11
7/29/2021,2159,18361,10
7/30/2021,2160,18373,12
7/31/2021,2161,18385,12
8/1/2021,2162,18397,12
8/2/2021,2163,18409,12
8/3/2021,2164,18421,12
8/4/2021,2165,18433,12
8/5/2021,2166,18443,10
8/6/2021,2167,18453,10
8/7/2021,2168,18464,11
8/8/2021,2169,18476,12
8/9/2021,2170,18488,12
8/10/2021,2171,18500,12
8/11/2021,2172,18511,11
8/12/2021,2173,18521,10
8/13/2021,2174,18531,10
8/14/2021,2175,18542,11
8/15/2021,2176,18552,10
8/16/2021,2177,18563,11
8/17/2021,2178,18575,12
8/18/2021,2179,18583,8
8/19/2021,2180,18592,9
8/20/2021,2181,18600,8
8/21/2021,2182,18608,8
8/22/2021,2183,18619,11
8/23/2021,2184,18630,11
8/24/2021,2185,18641,11
8/25/2021,2186,18651,10
8/26/2021,2187,18662,11
8/27/2021,2188,18672,10
8/28/2021,2189,18682,10
8/29/2021,2190,18692,10
8/30/2021,2191,18703,11
8/31/2021,2192,18715,12
9/1/2021,2193,18726,11
9/2/2021,2194,18735,9
9/3/2021,2195,18746,11
9/4/2021,2196,18757,11
9/5/2021,2197,18768,11
9/6/2021,2198,18778,10
9/7/2021,2199,18788,10
9/8/2021,2200,18798,10
9/9/2021,2201,18807,9
9/10/2021,2202,18818,11
9/11/2021,2203,18828,10
9/12/2021,2204,18839,11
9/13/2021,2205,18849,10
9/14/2021,2206,18860,11
9/15/2021,2207,18871,11
9/16/2021,2208,18879,8
9/17/2021,2209,18885,6
9/18/2021,2210,18893,8
9/19/2021,2211,18903,10
9/20/2021,2212,18913,10
9/21/2021,2213,18923,10
9/22/2021,2214,18933,10
9/23/2021,2215,18943,10
9/24/2021,2216,18952,9
9/25/2021,2217,18960,8
9/26/2021,2218,18968,8
9/27/2021,2219,18974,6
9/28/2021,2220,18985,11
9/29/2021,2221,18995,10
,,,
,,,
,,,
